Business Name,Establishment District,Business Activity,Phone Number,Email Address
SUN PETROLEUM LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788516265,sunpetroleum1@gmail.com
STORE PETROLEUM LTD,KICUKIRO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788488546,nadidier89@gmail.com
RSF PETROLEUM LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788488546,Fredrurangwa@gmail.com
ENYUS LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788535205,enyusltd@gmail.com
YOMBI COMPANY LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788423713,umulisa1973@yahoo.fr
ESKA PETROLEUM LTD,NYARUGENGE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788598973,nkurikiyimfuraviateur@yahoo.fr
GADY & JO_LIGHT  LTD,KICUKIRO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788590577,anitamureka@yahoo.fr
ADDAX PETROLEUM Ltd,KICUKIRO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788309737,mupenziemmy@yahoo.fr
GHEZIRA BUSINESS GROUP LTD,GASABO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788651018,tijibosco2000@yahoo.com
UMUVANDIMWE GROUP COMPANY (UGC) LTD,RUBAVU,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788511760,acconts@fidelirwanda.com
U G P C PETROL COMPANY LTD,MUSANZE,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788511760,muvandimwe@yahoo.fr
NESA PETROLEUM LTD,GASABO,Retail Sale Of Fuel For Motor Vehicles And Motorcycles,788305787,byusam@gmail.com
KIGALI CERAMICS Ltd,NYARUGENGE,Retail Sale Of Hardware,788989608,kigaliceramics@gmail.com
SOFARU LTD,NYARUGENGE,Retail Sale Of Hardware,788300034,sofaru10@yahoo.fr
BRICOTECH LTD,NYARUGENGE,Retail Sale Of Hardware,788303774,bricotech.service@yahoo.com
QUINCAILLERIE BETA  LTD,NYARUGENGE,Retail Sale Of Hardware,25279950,
LA JAPONAISE Ltd,NYARUGENGE,Retail Sale Of Hardware,788300744,lajapaise2003@yahoo.fr
ENTREPRISE COMMERCIALE RWANDAISE (ECOR) LTD,NYARUGENGE,Retail Sale Of Hardware,788308098,ecor_hardware@yahoo.fr
JESCO ltd,NYARUGENGE,Retail Sale Of Hardware,788418135,jescoltd2012@yahoo.com
BECTES I S O N G A LTD,KICUKIRO,Retail Sale Of Hardware,788521190,isonga@gmail.com
ISMETAL LTD,NYARUGENGE,Retail Sale Of Hardware,788465858,ismetalltd@gmail.com
QUINCAILLERIE BETHANIA LTD,NYARUGENGE,Retail Sale Of Hardware,788516083,hubertbirindwa@yahoo.fr
BONDUS TRADING LTD,GASABO,Retail Sale Of Hardware,788581258,bodura2001@yahoo.fr / bondustrading@yahoo.fr
KIGALI POWER LINKS LTD,NYARUGENGE,Retail Sale Of Hardware,788483272,murego2001@yahoo.fr
TRUST HARDWARE LTD,NYARUGENGE,Retail Sale Of Hardware,788514347,trusthardwareltd@gmail.com
GAZA LTD,NYARUGENGE,Retail Sale Of Hardware,788433791,gazaltd2014@gmail.com
BLACK METALS LTD,NYARUGENGE,Retail Sale Of Hardware,788774668,blackmetalsltd@gmail.com
SHOPPERS STOP LTD,NYARUGENGE,Retail Sale Of Household Articles And Equipment N.E.C.,788821400,hiren@shoppersstopafrica.net
JENNIFER MWIJUKYE,KICUKIRO,Retail Sale Of Motorcycles  Including Mopeds,788312992,ignacegashayija@yahoo.fr
PRIME AFRICA LTD,NYARUGENGE,Retail Sale Of Office Supplies Such As Pens  Pencils  Paper Etc.,788217575,wwoynishet@yahoo.com
PAPETERIE ONLINE LTD,NYARUGENGE,Retail Sale Of Office Supplies Such As Pens  Pencils  Paper Etc.,788645335,mediganza@gmail.com
PRINTEX Ltd,GASABO,Retail Sale Of Office Supplies Such As Pens  Pencils  Paper Etc.,788386868,printex10@gmail.com
B.J CONSTRUCTION,GASABO,Retail Sale Of Other Building Material Such As Bricks  Wood  Sanitary Equipment,788804172,bclcons.cons@gmail.com
KIMPEX LTD,NYARUGENGE,Retail Sale Of Other Secondhand Goods,788305947,kamalemm@yahoo.fr
ARNOCA LTD,NYARUGENGE,Retail Sale Of Other Secondhand Goods,788307731,arnocaltd@yahoo.fr
DURA COMPANY Ltd,NYARUGENGE,Retail Sale Of Paints  Varnishes And Lacquers,788502765,info@duracompany.com
KID'S FRIEND Ltd,NYARUGENGE,Retail Sale Of Paints  Varnishes And Lacquers,788380848,admib24@gmail.com / kabagwiralucie2016@gmail.com
ABACUS PHARMA (A) Ltd,NYARUGENGE,Retail Sale Of Pharmaceuticals,728488130,hrasikhirji@yahoo.com
PHARMALAB Ltd,NYARUGENGE,Retail Sale Of Pharmaceuticals,788477537,pharmalabkgli@gmail.com
MEDIASOL PHARMACY Ltd,NYARUGENGE,Retail Sale Of Pharmaceuticals,788304585,nireraline15@yahoo.fr
VINE PHARMACY Ltd,GASABO,Retail Sale Of Pharmaceuticals,788523498,mndekwe@gmail.com
SECURITY WORLD TECHNOLOGY RWANDA LTD,GASABO,Retail Sale Of Security Systems  Such As Locking Devices  Safes  And Vaults  Without Installation Or Maintenance Services,788382626,Ingabirej@yahoo.com
MADE IN ITALY RWANDA Ltd,KICUKIRO,Retail Sale Via Stalls And Markets Of Other Goods,783430982,macyaari@gmail.com
RWAMAGANA RICE LTD,RWAMAGANA,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,788300180,jck@icmafrica.com
GIKONKO RICE Limited,GASABO,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,788300180,info@icmafr.com
NYAGATARE-RICE.CO Ltd,NYAGATARE,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,788783777,nyagatarerice@gmail.com
MUKUNGURI RICE PROMOTION AND INVESTMENT COMPANY (MRPIC) LTD,KAMONYI,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,788536450,mrpicltd@gmail.com
MAYANGE RICE COMPANY Ltd,BUGESERA,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,789047481,mayangericecompanyltd@gmail.com
"SOCIETE DE DEVELOPPEMENT AGRO PASTORAL DU RWANDA   ""SODAR GROUP"" Ltd",RUSIZI,Rice Milling: Production Of Husked  Milled  Polished  Glazed  Parboiled Or Converted Rice; Production Of Rice Flour,788582721,sodarltd@hotmail.com
FUTURE DYNAMIC INNOVATIONS (FDI) Ltd,GASABO,Sale of electricity to the user,788312305,info@fdibiz.com
TOYOTA RWANDA Limited,GASABO,Sale of motor vehicles,788300590,vinaygorajia@toyotarwanda.com
LETSHEGO RWANDA Limited,NYARUGENGE,Savings Banks,788304077,info-rw@letshego.co
DUTERIMBERE-IMF PLC Ltd,NYARUGENGE,Savings Banks,788772358,info@duterimbereimf.co.rw
AMASEZERANO COMMUNITY BANKING LTD,GASABO,Savings Banks,788380723,frodouardamasezerano@acb.rw
RESEAU INTERDIOCESAIN DE MICROFINANCE RIM LTD,NYARUGENGE,Savings Banks,788306178,rimsa@rwanda1.com
CAF ISONGA LTD,MUHANGA,Savings Banks,788663911,caf_isonga@yahoo.fr
GOSHEN FINANCE PLC ,NYARUGENGE,Savings Banks,782020040,goshenfinanceltd@gmai.com
SOCIETE MUTUELLE DE GARANTIE ET DE FINANCEMENT (SMGF) LTD,GASABO,Savings Banks,788314566,abimenyi@yahoo.com
FINANCIAL SAFETY COMPANY ( FISA CO )  LTD,RUBAVU,Savings Banks,783480952,
PREFERRED  MICRO FINANCE Ltd,NYARUGENGE,Savings Banks,787882748,bobevansphp@gmail.com
MOUNT KENYA UNIVERSITY,NYARUGENGE,Second Stage Of Tertiary Education (Leading To An Advanced Research Qualification),784188549,silakimani@gmail.com
CARNEGIE MELLON UNIVERSITY,GASABO,Second Stage Of Tertiary Education (Leading To An Advanced Research Qualification),783140722,kumar@ece.cmu.edu
KIGALI INDEPENDENT UNIVERSITY ULK LTD,GASABO,Second Stage Of Tertiary Education (Leading To An Advanced Research Qualification),788302348,dir-financekigali@ulk.ac.rw
UNIVERSITY OF KIGALI LTD,GASABO,Second Stage Of Tertiary Education (Leading To An Advanced Research Qualification),788304343,universityofkigali@uok.ac.rw
EAST AFRICAN UNIVERSITY- RWANDA LTD,NYAGATARE,Second Stage Of Tertiary Education (Leading To An Advanced Research Qualification),786976616,peterkg96@gmail.com
TOPSEC INVESTMENTS LTD,GASABO,Security Guard Services,788301312,augustin@tsirwanda.com
RWANDA GARDEN AND LANDSCAPING COMPANY LTD,GASABO,Security Guard Services,788309423,gafurama_123@yahoo.com
RWANDA AIRPORTS COMPANY Limited,KICUKIRO,Service Activities Incidental To Air Transportation,726952786,akiiza@rac.co.rw
NAS AVIATION SERVICES (RWANDA)  LTD,NYARUGENGE,Service Activities Incidental To Air Transportation,788305771,oruta@nas.oero / rwakayija@nas.oero
BONUS INDUSTRIES Ltd,KICUKIRO,Service Activities Related To Printing,788303968,kangarambe@yahoo.com.uk
KING FAISAL HOSPITAL RWANDA Ltd,GASABO,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788309003,info@kfhkigali.com
CENTRE MEDICAL BAHO (CMB) LTD,NYARUGENGE,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788302172,petronille.m@yahoo.fr
POLYCLINIQUE DU CARREFOUR LTD,KICUKIRO,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788300751,emerthetu@yahoo.fr
CROWN HEALTH CARE (R) Ltd,GASABO,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788308587,rw@crownafrica.com
CLINIQUE D'HARMONY Ltd,NYARUGENGE,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788864359,mariegraceu@gmail.com
POLYCLINIQUE FAMILIALE (POLYFAM) Ltd,GASABO,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788301454,faithvic88@yahoo.com
MEDIHEAL DIAGNOSTIC AND FERTILITY CENTER-KIGALI Ltd,GASABO,Short Or Longterm Hospital Activities  I.E. Medical  Diagnostic And Treatment Activities  Of General Hospitals (E.G. Community And Regional Hospitals  Hospitals Of Nonprofit Organizations  University Hospitals  Militarybase And Prison Hospitals) And Specialized Hospitals (E.G. Mental Health And Substance Abuse Hospitals  Hospitals For Infectious Diseases  Maternity Hospitals  Specialized Sanatoriums),788317727,farooq@medihealgroup.com
CENTURY PARK HOTEL AND RESIDENCES  LTD,GASABO,Short Term Accommodation Activities,788493975,billionideas@hotmail.com
4 HI 3 MU IMPORT & EXPORT Ltd,GASABO,Short Term Accommodation Activities,788468041,emmanuel_muhirwa@yahoo.fr
NEW FORESTS RWANDA Ltd,NYARUGENGE,Silviculture And Other Forestry Activities,783244941,husseineza69@gmail.com
"RWANDA INSTITUTE OF COOPERATIVES, ENTREPRENEURSHIP & MICROFINANCE (RICEM) ",NYARUGENGE,Specialized Design Activities,788302308,bbahizi@gmail.com
ABERDEN HOLDINGS LTD,GASABO,Suite / Apartment Hotels,786170866,info@aberdinrw.com
STAR AFRICA MEDIA CO. Ltd,GASABO,Telecommunications Resellers.,781469326,wangjj@startimes.com.cn
THOUSAND HILLS AFRICA Ltd,NYARUGENGE,Tour Operator Activities,280311000,africa@thousandhillsexpeditions.com
SONGA AFRICA THE TOURISM COMPANY Ltd,GASABO,Tourism Promotion Activities,788305500,finance@songaafrica.com
RWANDAIR Ltd,KICUKIRO,Transport Of Passengers By Air Planes Over Regular Routes And On Regular Schedules,788312228,legalnotices@rwandair.com
BRUSSELS AIRLINES ,NYARUGENGE,Transport Of Passengers By Air Planes Over Regular Routes And On Regular Schedules,788300441,Olivier.Goossens@brusselsairlines.c
DAVIS & SHIRTLIFF(RWANDA)LTD,NYARUGENGE,Treatment Of Wastewater (Including Human And Industrial Wastewater  Water From Swimming Pools Etc.) By Means Of Physical  Chemical And Biological Processes Like Dilution  Screening  Filtering  Sedimentation Etc.,788542971,rwoffice@dayliff.com
"ECO PROTECTION""EP""LTD",GASABO,Treatment Of Water For Industrial And Other Purposes,788302038,kayinitha@yahoo.fr
SANLAM VIE PLC ,NYARUGENGE,Underwriting annuities and life insurance policies  disability income insurance policies  and accidental death and dismemberment insurance policies (with or without a subsubstantial savings element).,252576360,info@soras.co.rw
SONARWA LIFE ASSURANCE COMPANY (SONARWA LIFE) Ltd,NYARUGENGE,Underwriting annuities and life insurance policies  disability income insurance policies  and accidental death and dismemberment insurance policies (with or without a subsubstantial savings element).,788500144,infolife@sonarwa.co.rw
PRIME LIFE INSURANCE Ltd,NYARUGENGE,Underwriting annuities and life insurance policies  disability income insurance policies  and accidental death and dismemberment insurance policies (with or without a subsubstantial savings element).,788150100,info@prime.rw
BK GENERAL INSURANCE COMPANY Ltd,NYARUGENGE,Underwriting annuities and life insurance policies  disability income insurance policies  and accidental death and dismemberment insurance policies (with or without a subsubstantial savings element).,788143000,bkinsurancecompany@bk.rw
KIGALI BUS SERVICES Ltd,NYARUGENGE,Urban  Suburban Or Metropolitan Area Passenger Land Transport,788300340,kbsrwandaltd@gmail.com
PREMIER TRANSPORT SERVICES Ltd,NYARUGENGE,Urban  Suburban Or Metropolitan Area Passenger Land Transport,788319331,samrugema@gmail.com
NYAGATARE AGRO VENTURES (RWANDA) Ltd,NYAGATARE,Vegetable Milling: Production Of Flour Or Meal Of Dried Leguminous Vegetables  Of Roots Or Tubers  Or Of Edible Nuts,725419804,director@navrafrica.com
AUTOXPRESS (RWANDA) Ltd,GASABO,Wholesale And Retail Sale Of All Kinds Of Parts  Components  Supplies  Tools And Accessories For Motor Vehicles,788304210,info@auxprw.com
PIECE DE RECHANGES KARIBU LTD,NYARUGENGE,Wholesale And Retail Sale Of All Kinds Of Parts  Components  Supplies  Tools And Accessories For Motor Vehicles,788433467,mukaleonille12@gmail.com
MULTI  TRADING  COMPANY  LTD,NYARUGENGE,Wholesale And Retail Sale Of All Kinds Of Parts  Components  Supplies  Tools And Accessories For Motor Vehicles,788763388,multitradingcompanyltd@yahoo.fr
AKAGERA BUSINESS GROUP Ltd,GASABO,Wholesale And Retail Sale Of New And Used Vehicles:passenger motor vehicles  including specialized passenger motor vehicles such as ambulances and minibuses  etc.lorries  trailers and semi-trailers  camping vehicles such as caravans and motor homes,788308311,sganesh@abgafrica.com
AUTO TRANSPORT COMPANY RWANDA Ltd,KICUKIRO,Wholesale And Retail Sale Of New And Used Vehicles:passenger motor vehicles  including specialized passenger motor vehicles such as ambulances and minibuses  etc.lorries  trailers and semi-trailers  camping vehicles such as caravans and motor homes,725300330,dusabeth@yahoo.fr
HYUNDAI RWANDA Ltd,KICUKIRO,Wholesale And Retail Sale Of New And Used Vehicles:passenger motor vehicles  including specialized passenger motor vehicles such as ambulances and minibuses  etc.lorries  trailers and semi-trailers  camping vehicles such as caravans and motor homes,783354696,emerysawa@gmail.com
NZEYIMANA BUSINESS CARS ,KICUKIRO,Wholesale And Retail Sale Of New And Used Vehicles:passenger motor vehicles  including specialized passenger motor vehicles such as ambulances and minibuses  etc.lorries  trailers and semi-trailers  camping vehicles such as caravans and motor homes,788302846,felix20201@hotmeli.com
KAMURU TRADING COMPANY Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788589053,kamurutrading@yahoo.com
UNIVERSAL TRADING Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788307771,aidnbc@gmail.com
S&G GENERAL SUPPLIES LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788309173,chantio20@yahoo.fr
KAYONZA DISTRIBUTORS COMPANY LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788300622,kayonzadc@gmail.com
TRADELINE INVESTMENT COMPANY,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788305646,tradelineinvestments@gmail.com
NEW BUSINESS  LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788304600,nkerajb@gmail.com
BASIC GENERAL SUPPLIERS LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788443805,basicgeneralsuppliersltd@yahoo
KIGEZI DISTRIBUTORS COMPANY LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788300588,kigezico@yahoo.com
GENEROSITA DISTRIBUTORS Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788609107,generositadistributors825@gmail.com
ERI RWANDA  LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788301545,erwat@gmail.com
KIGALI SUPER STAR LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788456929,pc.taxadvisor@gmail.com
YYUSSA  COMPANY Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788303280,yyussakal@gmail.com
FADHILA ENTERPRISES LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788465829,pc.taxadvisor@gmail.com
GOLD STAR ENTERPRISES Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788640128,goldstarenterprisesltd@gmail.com
F&G TRADING Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788511014,fgtrading123@gmail.com
NATIONAL DISTRIBUTORS RWANDA LTD,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788621567,nationalwanda@gmail.com
UNITY TRADERS LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788500776,novamurungi@gmail.com
EAGLES INVESTMENTS LTD,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,785661628,chantino20@yahoo.fr
KIGALI TRADERS LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788759099,kigalitraders@yahoo.fr
M K INVESTMENT LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788500007,mkinvests@yahoo.com
TOP SOLUTION COMPANY Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788309498,topsolution@5yahoo.com
KELIZA TRADING LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788674828,ntagaclaude@gmail.com
AVALON RWANDA LTD,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,787113022,fkwera@gmail.com
BH TRADERS Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788301598,gasanathe@yahoo.fr
MAGASIN UMUCYO Ltd,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788559644,sadoubri@yahoo.fr
M-G INVESTMENT LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788625885,mginvestment@yahoo.fr
ZED INVESTMENTS LTD,GASABO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,782153161,Monicahziri@gmail.com
ATIG INVESTMENT LTD,RUSIZI,Wholesale Of A Variety Of Goods Without Any Particular Specialization,784103597,atig.mutara@gmail.com
SOCOPRODI LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788648523,vhabimana2@yahoo.fr
DRYMON LTD,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788413479,drymonrwanda@gmail.com
MONITORING & SUPERVISION DISTRIBUTORS Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,785242513,janipheringabire@gmail.com
BRR COMMODITIES LTD,KICUKIRO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,786830001,naeembrr@gmail.com
MOVEMENT SUPPLY AND SERVICE Ltd,GASABO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788471950,movesupplyservices@gmail.com
SEKANO COMPANY LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788631796,pc.taxadvisor@gmail.com
KIGALI SHOP M.J LTD,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,786156030,gorettinyirabwimana@yahoo.fr
PRIME SHOPPERS LTD,GASABO,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788322219,fsezikeye@yahoo.com
TOKA TRADING INTERNATIONAL Ltd,NYARUGENGE,Wholesale Of A Variety Of Goods Without Any Particular Specialization,788301443,kayitani@gmail.com
TRACTAFRIC EQUIPMENT RWANDA LTD,KICUKIRO,Wholesale Of Agricultural Machinery And Equipment,788788000,pplatteau@tractafric.fr
TRIAL SERVICES COMPANY LTD,NYARUGENGE,Wholesale Of Agricultural Material  Waste  Residues And Byproducts Used For Animal Feed,788382272,pndabananiye@ymail.com
RWANDAIR CATERING Ltd,KICUKIRO,Wholesale of agricultural raw materials and live animals,788402134,emmanuelrugambwa49@gmail.com
KWAL RWANDA LTD,KICUKIRO,Wholesale Of Beverages,786400711,hirtlejw@gmail.com
KAMO AND SONS  LTD,NYARUGENGE,Wholesale Of Beverages,788300645,kamokasho1@yahoo.co.uk
HONEST GENERAL ENTERPRISE (H.G.E) Ltd,NYARUGENGE,Wholesale Of Beverages,788300908,jamesrudasingwa@yahoo.com
"SOCIETE RWANDAISE DE DISTRIBUTION ET SERVICES ""S.R.D.S""  LTD",NYARUGENGE,Wholesale Of Beverages,788482530,srdsltd09@gmail.com
DISTRIBUTION ET VENTE DES BOISSONS (D.V.B) LTD,KICUKIRO,Wholesale Of Beverages,788302215,dvbsarl@yahoo.fr
SCODI Ltd,NYARUGENGE,Wholesale Of Beverages,788525420,mukantwalialphonsine14@gmail.com
VINO GAUDIUM LTD,KICUKIRO,Wholesale Of Beverages,785825379,gcanisius@yahoo.fr
COME ONE COME ALL LTD,NYARUGENGE,Wholesale Of Beverages,788454607,kabasha1@yahoo.fr
SOCIETE COMMERCIALE DES PRODUITS DIVERS ET HOTELLERIE (SOCOH) Ltd,MUSANZE,Wholesale Of Beverages,788474384,socohltd@yahoo.com
"SOCIETE DES VENTES DES PRODUITS AGRO-ALIMENTAIRES LTD ""SOVEPROA""",RUBAVU,Wholesale Of Beverages,788308662,soveproaltd@yahoo.com
PACIS LTD,RUSIZI,Wholesale Of Beverages,788597483,ingabiregrand@yahoo.com
MAFAM Ltd,NYARUGENGE,Wholesale Of Beverages,788422344,uwitonzebery@yahoo.com
GLEVOL CO LTD,KIREHE,Wholesale Of Beverages,788517854,j.mucyo@bboxx.co.uk
CODIMAD COMPANY LTD,KICUKIRO,Wholesale Of Beverages,788859104,mukandayisabaanitha@gmail.com
HAKANI BUSINESS COMPANY Ltd,MUSANZE,Wholesale Of Beverages,788309848,hatejeandd@yahoo.fr
REGIONAL DISTRIBUTION COMPANY(REDCO)  LTD,KICUKIRO,Wholesale Of Beverages,788273709,
ABASANGIRA LTD,GICUMBI,Wholesale Of Beverages,788405442,Mulyvie@yahoo.com
G.P.T.C Ltd,KAMONYI,Wholesale Of Beverages,788450000,gptcltd@gmail.com
DIEGO'S GENERAL TRADING COMPANY (D.G.T.C) LTD,NYARUGENGE,Wholesale Of Beverages,788768399,omuramu@gmail.com
KAFACO LTD,NYARUGENGE,Wholesale Of Beverages,788566508,aucoge2013@yahoo.fr
COLIBA LTD,GASABO,Wholesale Of Beverages,788859389,asecopeace@yahoo.fr
SOFATHEBE LTD,RUBAVU,Wholesale Of Beverages,788305859,sofathebeltd@yahoo.com
TRISA LTD,NYARUGENGE,Wholesale Of Beverages,788593335,abicengu@yahoo.fr
EXCELLENT SOLUTIONS TRADING COMPANY LTD,MUSANZE,Wholesale Of Beverages,786829033,bahemukandrew@gmail.com
SADICO LTD,HUYE,Wholesale Of Beverages,788500577,mblancheneige@yahoo.fr
CRANE IMPORTS AND DISTRIBUTORS COMPANY LTD,GASABO,Wholesale Of Beverages,788324063,cranesimports@gmail.com
FAMILY PROMOTION COMPANY (FAPROCO) Ltd,KICUKIRO,Wholesale Of Beverages,788639779,bettymuka2@yahoo.fr
"BEVERAGE DISTRIBUTION AND ALL TRADING ""BEDITRA"" LTD",KICUKIRO,Wholesale Of Beverages,788306400,bagbob2000@yahoo.co.uk
NEW BLESSED STORE LTD,GICUMBI,Wholesale Of Beverages,788615080,sindafro@yahoo.fr
DISDPROCO Ltd,RUBAVU,Wholesale Of Beverages,788300764,jonasngarambe@yahoo.fr
D.D.B Ltd,HUYE,Wholesale Of Beverages,788526884,ddbltd@yahoo.com
JACE FAMILY  LTD,KARONGI,Wholesale Of Beverages,788322293,jasefamily2000@gmail.com
KARURANGA TEN DRINKS COMPANY LTD,NGOMA,Wholesale Of Beverages,788424906,karuranga@yahoo.com
MUDISA LTD,HUYE,Wholesale Of Beverages,725835902,ocholajonah1@gmail.com
DITRAC SOLUTION LTD,BUGESERA,Wholesale Of Beverages,728417831,ditracsolutionltd@gmail.com
EASY DISTRIBUTOR CO. LTD,GASABO,Wholesale Of Beverages,788358664,maniboston@yahoo.fr
CONSTRUCTION MATERIALS AND DISTRIBUTION COMPANY (CODICO) LTD,RUSIZI,Wholesale Of Beverages,788856907,aftercare@yahoo.com
YAN BUSINESS LTD,MUHANGA,Wholesale Of Beverages,788308621,ensh10@yahoo.fr
SOCIETE DE DISTRIBUTION ET CONTRUCTION DU BATIMENT (SODICOBA) LTD,RUSIZI,Wholesale Of Beverages,788593109,abicengu@yahoo.fr
COBETRAB Ltd,RUSIZI,Wholesale Of Beverages,783352864,m2ngabo@gmail.com
BUSINESS & DISTRIBUTION COMPANY (BUDCO) LTD,NYAMASHEKE,Wholesale Of Beverages,788354533,mumoses@gmail.com
PAGES LTD,NYARUGENGE,Wholesale Of Beverages,788541869,atopmodern@yahoo.com
JBS LTD,KICUKIRO,Wholesale Of Beverages,788304467,seminegajb@gmail.com
